customerID,Contract,InternetService,PaymentMethod,MonthlyCharges,tenure,TotalCharges,Churn,revenue_rank,charge_quartile,contract_avg_charge,vs_contract_avg,customer_tier
6281-FKEWS,One year,DSL,Electronic check,49.05,44,2265.0,0,4842,2,65.05,-16.0,Standard
1666-JZPZT,Month-to-month,DSL,Mailed check,49.0,27,1291.35,0,4847,2,66.4,-17.4,Standard
0430-IHCDJ,Month-to-month,DSL,Electronic check,49.0,15,749.25,0,4847,2,66.4,-17.4,Standard
2607-FBDFF,Month-to-month,DSL,Credit card (automatic),49.0,1,49.0,0,4847,2,66.4,-17.4,Standard
2720-FVBQP,Month-to-month,DSL,Credit card (automatic),48.95,6,273.25,0,4850,2,66.4,-17.45,Standard
0655-YDGFJ,Month-to-month,DSL,Bank transfer (automatic),48.95,29,1323.7,0,4850,2,66.4,-17.45,Standard
9039-RBEEE,Month-to-month,DSL,Credit card (automatic),48.95,39,1880.85,1,4850,2,66.4,-17.45,Standard
6876-ADESB,Month-to-month,DSL,Electronic check,48.95,1,48.95,1,4850,2,66.4,-17.45,Standard
6937-GCDGQ,One year,DSL,Bank transfer (automatic),48.95,19,955.6,0,4850,2,65.05,-16.1,Standard
1814-WFGVS,Two year,DSL,Mailed check,48.9,72,3527.0,0,4855,2,60.77,-11.87,Standard
9396-ZSFLL,Month-to-month,DSL,Mailed check,48.85,15,631.4,0,4856,2,66.4,-17.55,Standard
9163-GHAYE,Month-to-month,DSL,Electronic check,48.85,15,736.8,0,4856,2,66.4,-17.55,Standard
0222-CNVPT,Month-to-month,DSL,Credit card (automatic),48.8,52,2555.05,0,4858,2,66.4,-17.6,Standard
7742-MYPGI,Month-to-month,DSL,Mailed check,48.8,6,297.35,0,4858,2,66.4,-17.6,Standard
9097-ZUBYC,Month-to-month,DSL,Bank transfer (automatic),48.8,14,664.4,0,4858,2,66.4,-17.6,Standard
7639-SUPCW,Month-to-month,DSL,Credit card (automatic),48.8,22,1054.6,1,4858,2,66.4,-17.6,Standard
1355-KUSBG,Month-to-month,DSL,Electronic check,48.8,7,349.8,0,4858,2,66.4,-17.6,Standard
1376-HHBDV,Month-to-month,DSL,Mailed check,48.8,30,1536.75,0,4858,2,66.4,-17.6,Standard
0997-YTLNY,Month-to-month,DSL,Mailed check,48.8,19,953.65,0,4858,2,66.4,-17.6,Standard
7876-BEUTG,Month-to-month,DSL,Mailed check,48.8,15,720.1,0,4858,2,66.4,-17.6,Standard
5207-PLSTK,Month-to-month,DSL,Mailed check,48.75,1,48.75,0,4866,2,66.4,-17.65,Standard
7470-MCQTK,Month-to-month,DSL,Bank transfer (automatic),48.75,13,633.4,1,4866,2,66.4,-17.65,Standard
2277-VWCNI,Month-to-month,DSL,Mailed check,48.75,4,179.85,0,4866,2,66.4,-17.65,Standard
7240-ETPTR,Month-to-month,DSL,Electronic check,48.75,9,442.2,1,4866,2,66.4,-17.65,Standard
4958-GZWIY,Month-to-month,DSL,Electronic check,48.7,7,340.25,1,4870,2,66.4,-17.7,Standard
5307-UVGNB,Month-to-month,DSL,Bank transfer (automatic),48.7,53,2495.2,0,4870,2,66.4,-17.7,Standard
7801-CEDNV,One year,DSL,Credit card (automatic),48.7,27,1421.75,0,4870,2,65.05,-16.35,Standard
7599-NTMDP,Two year,DSL,Bank transfer (automatic),48.7,62,3008.55,0,4870,2,60.77,-12.07,Standard
4468-YDOVK,Month-to-month,DSL,Bank transfer (automatic),48.65,5,235.2,0,4874,2,66.4,-17.75,Standard
1794-HBQTJ,Month-to-month,DSL,Credit card (automatic),48.6,1,48.6,1,4875,2,66.4,-17.8,Standard
9752-ZNQUT,Month-to-month,DSL,Electronic check,48.6,1,48.6,0,4875,2,66.4,-17.8,Standard
7102-JJVTX,One year,DSL,Mailed check,48.6,9,422.3,0,4875,2,65.05,-16.45,Standard
0322-YINQP,Month-to-month,DSL,Mailed check,48.55,1,48.55,1,4878,2,66.4,-17.85,Standard
2636-OHFMN,Month-to-month,DSL,Electronic check,48.55,4,201.0,1,4878,2,66.4,-17.85,Standard
9820-RMCQV,Month-to-month,DSL,Credit card (automatic),48.55,11,501.0,1,4878,2,66.4,-17.85,Standard
0623-GDISB,Month-to-month,DSL,Bank transfer (automatic),48.45,1,48.45,0,4881,2,66.4,-17.95,Standard
0848-SOMKO,Two year,DSL,Bank transfer (automatic),48.4,70,3442.8,0,4882,2,60.77,-12.37,Standard
3346-BRMIS,Month-to-month,DSL,Electronic check,48.35,18,810.7,1,4883,2,66.4,-18.05,Standard
1208-DNHLN,One year,DSL,Credit card (automatic),48.35,23,1067.15,1,4883,2,65.05,-16.7,Standard
1215-VFYVK,Month-to-month,DSL,Mailed check,48.25,4,202.25,0,4885,2,66.4,-18.15,Standard
7895-VONWT,Month-to-month,DSL,Electronic check,48.25,25,1293.8,0,4885,2,66.4,-18.15,Standard
0015-UOCOJ,Month-to-month,DSL,Electronic check,48.2,7,340.35,0,4887,2,66.4,-18.2,Standard
5656-MJEFC,Two year,DSL,Credit card (automatic),48.15,42,2032.3,0,4888,2,60.77,-12.62,Standard
8286-AFUYI,Month-to-month,DSL,Electronic check,47.95,1,47.95,0,4889,2,66.4,-18.45,Standard
9239-ZBZZV,Month-to-month,DSL,Electronic check,47.95,6,305.1,1,4889,2,66.4,-18.45,Standard
8672-OAUPW,One year,DSL,Credit card (automatic),47.85,51,2356.75,0,4891,2,65.05,-17.2,Standard
2483-XSSMZ,One year,DSL,Electronic check,47.85,39,1886.4,0,4891,2,65.05,-17.2,Standard
9139-TWBAS,One year,DSL,Bank transfer (automatic),47.85,26,1190.5,0,4891,2,65.05,-17.2,Standard
0617-AQNWT,Two year,DSL,Electronic check,47.85,64,3147.5,1,4891,2,60.77,-12.92,Standard
7377-DMMRI,Month-to-month,DSL,Electronic check,47.8,2,92.45,1,4895,2,66.4,-18.6,Standard
4872-JCVCA,Two year,DSL,Bank transfer (automatic),47.6,71,3377.8,0,4896,2,60.77,-13.17,Standard
8780-YRMTT,Two year,DSL,Mailed check,47.4,66,3177.25,0,4897,2,60.77,-13.37,Standard
0224-HJAPT,Month-to-month,DSL,Electronic check,47.15,5,223.15,1,4898,2,66.4,-19.25,Standard
7110-BDTWG,Two year,DSL,Electronic check,47.05,71,3263.6,0,4899,2,60.77,-13.72,Standard
5968-VXZLG,Month-to-month,DSL,Bank transfer (automatic),46.6,2,87.9,0,4900,2,66.4,-19.8,Standard
1337-BOZWO,One year,DSL,Credit card (automatic),46.4,18,812.4,0,4901,2,65.05,-18.65,Standard
8648-PFRMP,Month-to-month,DSL,Electronic check,46.35,14,672.7,0,4902,2,66.4,-20.05,Standard
0601-WZHJF,Month-to-month,DSL,Electronic check,46.35,14,667.7,1,4902,2,66.4,-20.05,Standard
9885-MFVSU,Two year,DSL,Credit card (automatic),46.35,35,1662.05,0,4902,2,60.77,-14.42,Standard
5227-JSCFE,Two year,DSL,Credit card (automatic),46.35,71,3353.4,0,4902,2,60.77,-14.42,Standard
0799-DDIHE,Month-to-month,DSL,Electronic check,46.3,15,639.45,0,4906,2,66.4,-20.1,Standard
7593-XFKDI,Month-to-month,DSL,Mailed check,46.3,1,46.3,1,4906,2,66.4,-20.1,Standard
6185-TASNN,Month-to-month,DSL,Electronic check,46.3,1,46.3,0,4906,2,66.4,-20.1,Standard
3160-TYXLT,Month-to-month,DSL,Bank transfer (automatic),46.3,53,2546.85,0,4906,2,66.4,-20.1,Standard
2253-KPMNB,Two year,DSL,Bank transfer (automatic),46.25,69,3121.4,0,4910,2,60.77,-14.52,Standard
3669-OYSJI,Month-to-month,DSL,Credit card (automatic),46.2,1,46.2,1,4911,2,66.4,-20.2,Standard
4676-WLUHT,Two year,DSL,Bank transfer (automatic),46.2,54,2431.95,0,4911,2,60.77,-14.57,Standard
2637-FKFSY,Month-to-month,DSL,Mailed check,46.1,3,130.15,0,4913,2,66.4,-20.3,Standard
2842-JTCCU,Month-to-month,DSL,Bank transfer (automatic),46.05,2,80.35,1,4914,2,66.4,-20.35,Standard
7841-TZDMQ,Month-to-month,DSL,Credit card (automatic),46.0,2,84.5,1,4915,2,66.4,-20.4,Standard
5651-CPDND,Month-to-month,DSL,Mailed check,46.0,10,492.1,0,4915,2,66.4,-20.4,Standard
5175-AOBHI,Month-to-month,DSL,Mailed check,46.0,4,193.6,1,4915,2,66.4,-20.4,Standard
2718-GAXQD,Month-to-month,DSL,Electronic check,46.0,4,181.6,1,4915,2,66.4,-20.4,Standard
1976-CFOCS,Month-to-month,DSL,Electronic check,46.0,1,46.0,1,4915,2,66.4,-20.4,Standard
1809-DMJHQ,Month-to-month,DSL,Mailed check,46.0,5,221.7,1,4915,2,66.4,-20.4,Standard
5126-RCXYW,Two year,DSL,Credit card (automatic),46.0,54,2424.05,0,4915,2,60.77,-14.77,Standard
7054-LGEQW,Month-to-month,DSL,Mailed check,45.95,1,45.95,1,4922,2,66.4,-20.45,Standard
5103-MHMHY,Month-to-month,DSL,Mailed check,45.95,1,45.95,1,4922,2,66.4,-20.45,Standard
2831-EBWRN,Month-to-month,DSL,Electronic check,45.9,4,199.75,0,4924,2,66.4,-20.5,Standard
6704-UTUKK,Month-to-month,DSL,Electronic check,45.9,29,1332.4,0,4924,2,66.4,-20.5,Standard
3566-VVORZ,Month-to-month,DSL,Bank transfer (automatic),45.9,12,505.95,0,4924,2,66.4,-20.5,Standard
0356-ERHVT,Month-to-month,DSL,Bank transfer (automatic),45.9,11,521.9,0,4924,2,66.4,-20.5,Standard
2834-JKOOW,One year,DSL,Mailed check,45.9,15,693.45,0,4924,2,65.05,-19.15,Standard
3165-HDOEW,Month-to-month,DSL,Mailed check,45.85,1,45.85,1,4929,2,66.4,-20.55,Standard
4237-RLAQD,Month-to-month,DSL,Mailed check,45.85,1,45.85,1,4929,2,66.4,-20.55,Standard
1501-SGHBW,Month-to-month,DSL,Mailed check,45.85,2,81.0,1,4929,2,66.4,-20.55,Standard
5365-LLFYV,Month-to-month,DSL,Mailed check,45.85,2,105.6,0,4929,2,66.4,-20.55,Standard
6127-IYJOZ,Month-to-month,DSL,Mailed check,45.85,1,45.85,0,4929,2,66.4,-20.55,Standard
2212-LYASK,One year,DSL,Credit card (automatic),45.85,27,1246.4,0,4929,2,65.05,-19.2,Standard
5133-POWUA,Month-to-month,DSL,Mailed check,45.8,1,45.8,0,4935,2,66.4,-20.6,Standard
7825-GKXMW,Month-to-month,DSL,Electronic check,45.8,1,45.8,1,4935,2,66.4,-20.6,Standard
0128-MKWSG,Month-to-month,DSL,Mailed check,45.8,26,1147.0,0,4935,2,66.4,-20.6,Standard
6143-JQKEA,Month-to-month,DSL,Credit card (automatic),45.8,10,436.2,0,4935,2,66.4,-20.6,Standard
0999-QXNSA,Month-to-month,DSL,Mailed check,45.75,7,344.2,0,4939,2,66.4,-20.65,Standard
7359-PTSXY,Month-to-month,DSL,Electronic check,45.75,1,45.75,1,4939,2,66.4,-20.65,Standard
0887-HJGAR,Month-to-month,DSL,Mailed check,45.7,1,45.7,1,4941,2,66.4,-20.7,Standard
9117-SHLZX,Month-to-month,DSL,Mailed check,45.7,1,45.7,1,4941,2,66.4,-20.7,Standard
9828-AOQLM,Month-to-month,DSL,Electronic check,45.7,1,45.7,1,4941,2,66.4,-20.7,Standard
3317-HRTNN,Month-to-month,DSL,Electronic check,45.7,5,198.0,1,4941,2,66.4,-20.7,Standard
2135-RXIHG,Month-to-month,DSL,Electronic check,45.65,1,45.65,1,4945,2,66.4,-20.75,Standard
3859-CVCET,Month-to-month,DSL,Mailed check,45.65,4,191.05,1,4945,2,66.4,-20.75,Standard
7554-AKDQF,Month-to-month,DSL,Mailed check,45.65,6,323.45,0,4945,2,66.4,-20.75,Standard
6128-CZOMY,Month-to-month,DSL,Electronic check,45.65,1,45.65,1,4945,2,66.4,-20.75,Standard
3470-BTGQO,Month-to-month,DSL,Mailed check,45.65,21,985.05,0,4945,2,66.4,-20.75,Standard
3255-GRXMG,Month-to-month,DSL,Credit card (automatic),45.65,18,747.2,0,4945,2,66.4,-20.75,Standard
9244-ZVAPM,Month-to-month,DSL,Mailed check,45.6,1,45.6,0,4951,2,66.4,-20.8,Standard
2082-CEFLT,Month-to-month,DSL,Electronic check,45.6,1,45.6,1,4951,2,66.4,-20.8,Standard
2817-NTQDO,Month-to-month,DSL,Credit card (automatic),45.55,13,597.0,1,4953,2,66.4,-20.85,Standard
0621-TWIEM,Month-to-month,DSL,Electronic check,45.55,10,402.6,1,4953,2,66.4,-20.85,Standard
3566-HJGPK,Month-to-month,DSL,Mailed check,45.55,1,45.55,0,4953,2,66.4,-20.85,Standard
8671-KKKOS,Month-to-month,DSL,Electronic check,45.55,46,2062.15,0,4953,2,66.4,-20.85,Standard
4537-DKTAL,Month-to-month,DSL,Electronic check,45.55,2,84.4,0,4953,2,66.4,-20.85,Standard
9013-AQORL,Month-to-month,DSL,Credit card (automatic),45.55,48,2108.35,0,4953,2,66.4,-20.85,Standard
5386-THSLQ,One year,DSL,Bank transfer (automatic),45.55,66,3027.25,0,4953,2,65.05,-19.5,Standard
4647-XXZAM,Month-to-month,DSL,Mailed check,45.5,6,285.2,0,4960,2,66.4,-20.9,Standard
4061-UKJWL,Month-to-month,DSL,Mailed check,45.45,3,141.7,0,4961,2,66.4,-20.95,Standard
1767-TGTKO,Month-to-month,DSL,Electronic check,45.45,8,411.75,0,4961,2,66.4,-20.95,Standard
7109-MFBYV,Month-to-month,DSL,Electronic check,45.45,26,1233.15,0,4961,2,66.4,-20.95,Standard
2957-LOLHO,Month-to-month,DSL,Bank transfer (automatic),45.4,12,518.9,1,4964,2,66.4,-21.0,Standard
7511-YMXVQ,Month-to-month,DSL,Electronic check,45.4,9,418.8,1,4964,2,66.4,-21.0,Standard
6519-CFDBX,Month-to-month,DSL,Electronic check,45.4,2,80.95,0,4964,2,66.4,-21.0,Standard
5692-FPTAH,Month-to-month,DSL,Mailed check,45.4,1,45.4,1,4964,2,66.4,-21.0,Standard
9708-HPXWZ,Month-to-month,DSL,Credit card (automatic),45.4,5,214.75,0,4964,2,66.4,-21.0,Standard
2275-RBYQS,Month-to-month,DSL,Mailed check,45.4,1,45.4,0,4964,2,66.4,-21.0,Standard
2580-ASVVY,Two year,DSL,Electronic check,45.4,37,1593.1,0,4964,2,60.77,-15.37,Standard
1589-AGTLK,Month-to-month,DSL,Electronic check,45.35,3,141.5,1,4971,2,66.4,-21.05,Standard
0322-CHQRU,Month-to-month,DSL,Electronic check,45.35,2,89.5,1,4971,2,66.4,-21.05,Standard
7754-IXRMC,Month-to-month,DSL,Mailed check,45.35,1,45.35,0,4971,2,66.4,-21.05,Standard
8224-UAXBZ,One year,DSL,Electronic check,45.35,58,2540.1,0,4971,2,65.05,-19.7,Standard
3445-HXXGF,Month-to-month,DSL,Electronic check,45.3,58,2651.2,1,4975,2,66.4,-21.1,Standard
6582-OIVSP,Month-to-month,DSL,Mailed check,45.3,1,45.3,0,4975,2,66.4,-21.1,Standard
0447-BEMNG,Month-to-month,DSL,Bank transfer (automatic),45.3,48,2145.0,1,4975,2,66.4,-21.1,Standard
5552-ZNFSJ,Month-to-month,DSL,Electronic check,45.3,1,45.3,1,4975,2,66.4,-21.1,Standard
7065-YUNRY,Month-to-month,DSL,Mailed check,45.3,1,45.3,1,4975,2,66.4,-21.1,Standard
5077-DXTCG,Month-to-month,DSL,Electronic check,45.3,1,45.3,1,4975,2,66.4,-21.1,Standard
8229-TNIQA,Month-to-month,DSL,Mailed check,45.3,4,196.95,1,4975,2,66.4,-21.1,Standard
7568-PODML,Month-to-month,DSL,Mailed check,45.3,1,45.3,1,4975,2,66.4,-21.1,Standard
1963-SVUCV,Month-to-month,DSL,Electronic check,45.3,1,45.3,1,4975,2,66.4,-21.1,Standard
0749-IRGQE,Month-to-month,DSL,Electronic check,45.3,13,528.45,0,4975,2,66.4,-21.1,Standard
3413-BMNZE,Month-to-month,DSL,Bank transfer (automatic),45.25,1,45.25,0,4985,2,66.4,-21.15,Standard
8095-WANWK,Month-to-month,DSL,Mailed check,45.25,10,428.7,0,4985,2,66.4,-21.15,Standard
7396-VJUZB,Month-to-month,DSL,Mailed check,45.25,4,155.35,0,4985,2,66.4,-21.15,Standard
3278-FSIXX,Month-to-month,DSL,Mailed check,45.25,2,74.2,0,4985,2,66.4,-21.15,Standard
2737-WFVYW,Month-to-month,DSL,Electronic check,45.25,2,85.5,1,4985,2,66.4,-21.15,Standard
7136-RVDTZ,One year,DSL,Electronic check,45.25,70,3264.45,1,4985,2,65.05,-19.8,Standard
9286-BHDQG,Two year,DSL,Credit card (automatic),45.25,72,3139.8,0,4985,2,60.77,-15.52,Standard
6723-CEGQI,Two year,DSL,Mailed check,45.25,65,2933.95,0,4985,2,60.77,-15.52,Standard
4706-DGAHW,Month-to-month,DSL,Electronic check,45.2,1,45.2,0,4993,2,66.4,-21.2,Standard
3450-WXOAT,Month-to-month,DSL,Credit card (automatic),45.2,46,2065.15,0,4993,2,66.4,-21.2,Standard
1685-VAYJF,Month-to-month,DSL,Credit card (automatic),45.2,11,492.0,0,4993,2,66.4,-21.2,Standard
2887-JPYLU,Month-to-month,DSL,Bank transfer (automatic),45.2,41,1841.9,0,4993,2,66.4,-21.2,Standard
0017-DINOC,Two year,DSL,Credit card (automatic),45.2,54,2460.55,0,4993,2,60.77,-15.57,Standard
1612-EOHDH,Month-to-month,DSL,Electronic check,45.15,1,45.15,1,4998,2,66.4,-21.25,Standard
2219-MVUSO,Month-to-month,DSL,Mailed check,45.15,8,438.4,1,4998,2,66.4,-21.25,Standard
6410-LEFEN,Month-to-month,DSL,Electronic check,45.15,9,416.45,1,4998,2,66.4,-21.25,Standard
2962-XPMCQ,Month-to-month,DSL,Electronic check,45.15,2,98.5,1,4998,2,66.4,-21.25,Standard
7252-NTGSS,Month-to-month,DSL,Mailed check,45.15,1,45.15,0,4998,2,66.4,-21.25,Standard
8080-DDEMJ,Month-to-month,DSL,Electronic check,45.1,1,45.1,1,5003,2,66.4,-21.3,Standard
4193-ORFCL,Month-to-month,DSL,Mailed check,45.1,1,45.1,1,5003,2,66.4,-21.3,Standard
3926-CUQZX,Month-to-month,DSL,Bank transfer (automatic),45.1,1,45.1,1,5003,2,66.4,-21.3,Standard
3941-XTSKM,One year,DSL,Credit card (automatic),45.1,42,2049.05,0,5003,2,65.05,-19.95,Standard
2833-SLKDQ,Month-to-month,DSL,Mailed check,45.05,1,45.05,1,5007,2,66.4,-21.35,Standard
4690-LLKUA,Month-to-month,DSL,Electronic check,45.05,17,770.6,1,5007,2,66.4,-21.35,Standard
5696-QURRL,Month-to-month,DSL,Mailed check,45.05,1,45.05,1,5007,2,66.4,-21.35,Standard
5392-AKEMH,Month-to-month,DSL,Electronic check,45.05,12,523.1,0,5007,2,66.4,-21.35,Standard
7338-ERIVA,One year,DSL,Bank transfer (automatic),45.05,39,1790.6,0,5007,2,65.05,-20.0,Standard
7269-JISCY,One year,DSL,Bank transfer (automatic),45.05,55,2462.6,0,5007,2,65.05,-20.0,Standard
0019-GFNTW,Two year,DSL,Bank transfer (automatic),45.05,56,2560.1,0,5007,2,60.77,-15.72,Standard
5046-NUHWD,Month-to-month,DSL,Electronic check,45.0,29,1228.65,0,5014,2,66.4,-21.4,Standard
4257-GAESD,Month-to-month,DSL,Credit card (automatic),45.0,6,298.7,0,5014,2,66.4,-21.4,Standard
4671-LXRDQ,Month-to-month,DSL,Mailed check,45.0,2,96.45,1,5014,2,66.4,-21.4,Standard
7675-OZCZG,Month-to-month,DSL,Electronic check,45.0,3,127.1,1,5014,2,66.4,-21.4,Standard
8356-WUAOJ,Month-to-month,DSL,Electronic check,45.0,1,45.0,0,5014,2,66.4,-21.4,Standard
9588-OZDMQ,Month-to-month,DSL,Electronic check,45.0,2,89.75,0,5014,2,66.4,-21.4,Standard
2828-SLQPF,Month-to-month,DSL,Bank transfer (automatic),45.0,19,865.85,0,5014,2,66.4,-21.4,Standard
1600-DILPE,Month-to-month,DSL,Bank transfer (automatic),45.0,12,524.35,0,5014,2,66.4,-21.4,Standard
0076-LVEPS,Month-to-month,DSL,Mailed check,45.0,29,1242.45,0,5014,2,66.4,-21.4,Standard
0234-TEVTT,One year,DSL,Credit card (automatic),45.0,48,2196.3,0,5014,2,65.05,-20.05,Standard
6968-MHOMU,One year,DSL,Credit card (automatic),45.0,58,2689.35,0,5014,2,65.05,-20.05,Standard
6243-OZGFH,Month-to-month,DSL,Electronic check,44.95,23,996.85,0,5025,2,66.4,-21.45,Standard
4208-UFFGW,Month-to-month,DSL,Mailed check,44.95,2,85.15,1,5025,2,66.4,-21.45,Standard
0842-IWYCP,Month-to-month,DSL,Bank transfer (automatic),44.95,46,2168.9,0,5025,2,66.4,-21.45,Standard
3030-YZADT,Month-to-month,DSL,Mailed check,44.95,9,431.0,1,5025,2,66.4,-21.45,Standard
8950-MTZNV,Month-to-month,DSL,Mailed check,44.95,1,44.95,0,5025,2,66.4,-21.45,Standard
8756-RDDLT,Month-to-month,DSL,Electronic check,44.95,68,3085.35,0,5025,2,66.4,-21.45,Standard
4012-ZTHBR,Month-to-month,DSL,Electronic check,44.95,21,926.25,0,5025,2,66.4,-21.45,Standard
7883-ROJOC,Month-to-month,DSL,Mailed check,44.9,19,839.65,0,5032,2,66.4,-21.5,Standard
6817-WTYHE,Month-to-month,DSL,Bank transfer (automatic),44.9,2,111.05,0,5032,2,66.4,-21.5,Standard
8710-YGLWG,Month-to-month,DSL,Mailed check,44.9,1,44.9,0,5032,2,66.4,-21.5,Standard
4847-QNOKA,Month-to-month,DSL,Bank transfer (automatic),44.9,1,44.9,1,5032,2,66.4,-21.5,Standard
3580-REOAC,Month-to-month,DSL,Credit card (automatic),44.85,10,435.4,1,5036,2,66.4,-21.55,Standard
5337-IIWKZ,Month-to-month,DSL,Electronic check,44.85,34,1442.6,0,5036,2,66.4,-21.55,Standard
3132-TVFDZ,Month-to-month,DSL,Electronic check,44.85,57,2572.95,1,5036,2,66.4,-21.55,Standard
9591-YVTEB,Month-to-month,DSL,Electronic check,44.85,55,2479.05,0,5036,2,66.4,-21.55,Standard
6128-DAFVY,Month-to-month,DSL,Credit card (automatic),44.85,56,2564.95,0,5036,2,66.4,-21.55,Standard
4081-DYXAV,One year,DSL,Credit card (automatic),44.85,19,893.55,1,5036,2,65.05,-20.2,Standard
8705-WZCYL,Month-to-month,DSL,Electronic check,44.8,1,44.8,0,5042,2,66.4,-21.6,Standard
7521-AFHAB,Month-to-month,DSL,Mailed check,44.8,5,220.45,0,5042,2,66.4,-21.6,Standard
6137-MFAJN,Month-to-month,DSL,Electronic check,44.8,48,2104.55,0,5042,2,66.4,-21.6,Standard
9348-YVOMK,Month-to-month,DSL,Credit card (automatic),44.8,4,176.2,0,5042,2,66.4,-21.6,Standard
2480-SQIOB,Month-to-month,DSL,Electronic check,44.8,4,169.65,0,5042,2,66.4,-21.6,Standard
3640-JQGJG,Month-to-month,DSL,Bank transfer (automatic),44.8,13,559.2,0,5042,2,66.4,-21.6,Standard
9702-AIUJO,One year,DSL,Bank transfer (automatic),44.8,50,2230.85,0,5042,2,65.05,-20.25,Standard
2137-DQMEV,One year,DSL,Mailed check,44.8,68,2983.65,0,5042,2,65.05,-20.25,Standard
5027-XWQHA,Month-to-month,DSL,Electronic check,44.75,6,270.95,1,5050,2,66.4,-21.65,Standard
4373-VVHQL,Month-to-month,DSL,Electronic check,44.75,1,44.75,0,5050,2,66.4,-21.65,Standard
1919-RTPQD,Month-to-month,DSL,Electronic check,44.75,7,333.65,0,5050,2,66.4,-21.65,Standard
2672-OJQZP,Month-to-month,DSL,Mailed check,44.75,1,44.75,0,5050,2,66.4,-21.65,Standard
8660-BUETV,Month-to-month,DSL,Mailed check,44.75,3,148.05,0,5050,2,66.4,-21.65,Standard
9448-REEVD,Month-to-month,DSL,Credit card (automatic),44.7,1,44.7,1,5055,2,66.4,-21.7,Standard
4816-JBHOV,Month-to-month,DSL,Electronic check,44.7,2,93.7,1,5055,2,66.4,-21.7,Standard
3258-SANFR,Month-to-month,DSL,Credit card (automatic),44.7,6,276.5,0,5055,2,66.4,-21.7,Standard
4524-QCSSM,Month-to-month,DSL,Bank transfer (automatic),44.65,26,1156.55,0,5058,2,66.4,-21.75,Standard
4608-LCIMN,Month-to-month,DSL,Bank transfer (automatic),44.65,8,369.15,0,5058,2,66.4,-21.75,Standard
8242-JSVBO,Month-to-month,DSL,Bank transfer (automatic),44.65,7,322.5,0,5058,2,66.4,-21.75,Standard
4432-ADRLB,Month-to-month,DSL,Mailed check,44.65,2,74.9,1,5058,2,66.4,-21.75,Standard
9873-MNDKV,Month-to-month,DSL,Mailed check,44.65,11,472.25,0,5058,2,66.4,-21.75,Standard
7851-FLGGQ,Month-to-month,DSL,Mailed check,44.65,1,44.65,1,5058,2,66.4,-21.75,Standard
4959-JOSRX,Month-to-month,DSL,Credit card (automatic),44.6,2,80.55,1,5064,2,66.4,-21.8,Standard
7615-ESMYF,Month-to-month,DSL,Electronic check,44.6,2,97.1,1,5064,2,66.4,-21.8,Standard
7593-JNWRU,Month-to-month,DSL,Bank transfer (automatic),44.6,6,260.8,1,5064,2,66.4,-21.8,Standard
4146-SVFUD,Month-to-month,DSL,Mailed check,44.6,1,44.6,0,5064,2,66.4,-21.8,Standard
0374-IOEGQ,Month-to-month,DSL,Electronic check,44.6,3,122.7,0,5064,2,66.4,-21.8,Standard
5160-UXJED,One year,DSL,Mailed check,44.6,17,681.4,0,5064,2,65.05,-20.45,Standard
2599-CZABP,One year,DSL,Electronic check,44.6,14,641.25,0,5064,2,65.05,-20.45,Standard
0562-KBDVM,Two year,DSL,Bank transfer (automatic),44.6,70,3058.15,0,5064,2,60.77,-16.17,Standard
7878-JGDKK,Month-to-month,DSL,Mailed check,44.55,4,220.75,0,5072,2,66.4,-21.85,Standard
2495-INZWQ,Month-to-month,DSL,Electronic check,44.55,4,174.3,1,5072,2,66.4,-21.85,Standard
2903-YYTBW,Month-to-month,DSL,Electronic check,44.55,1,44.55,0,5072,2,66.4,-21.85,Standard
1518-OMDIK,Month-to-month,DSL,Credit card (automatic),44.55,33,1462.6,0,5072,2,66.4,-21.85,Standard
8180-AKMJV,Month-to-month,DSL,Credit card (automatic),44.55,1,44.55,0,5072,2,66.4,-21.85,Standard
3945-GFWQL,Month-to-month,DSL,Electronic check,44.55,12,480.6,1,5072,2,66.4,-21.85,Standard
0895-UADGO,Two year,DSL,Mailed check,44.55,8,343.45,0,5072,2,60.77,-16.22,Standard
7729-JTEEC,Month-to-month,DSL,Electronic check,44.5,2,90.05,0,5079,2,66.4,-21.9,Standard
4459-BBGHE,Month-to-month,DSL,Electronic check,44.5,30,1307.8,0,5079,2,66.4,-21.9,Standard
2320-SLKMB,Month-to-month,DSL,Credit card (automatic),44.45,26,1183.8,0,5081,2,66.4,-21.95,Standard
5858-EAFCZ,Month-to-month,DSL,Mailed check,44.45,1,44.45,0,5081,2,66.4,-21.95,Standard
4139-JPIAM,Month-to-month,DSL,Credit card (automatic),44.45,51,2181.55,0,5081,2,66.4,-21.95,Standard
1728-BQDMA,Month-to-month,DSL,Electronic check,44.45,2,82.7,0,5081,2,66.4,-21.95,Standard
8455-HIRAQ,Month-to-month,DSL,Mailed check,44.45,8,369.3,0,5081,2,66.4,-21.95,Standard
6595-COKXZ,Month-to-month,DSL,Mailed check,44.45,1,44.45,1,5081,2,66.4,-21.95,Standard
7244-QWYHG,One year,DSL,Bank transfer (automatic),44.45,50,2188.45,0,5081,2,65.05,-20.6,Standard
5872-OEQNH,One year,DSL,Electronic check,44.45,60,2773.9,0,5081,2,65.05,-20.6,Standard
2233-TXSIU,One year,DSL,Credit card (automatic),44.45,17,792.15,0,5081,2,65.05,-20.6,Standard
