customerID,Contract,MonthlyCharges,tenure,risk_score,risk_label,lifetime_value,Churn
9927-DSWDF,Month-to-month,104.6,22,8,Critical,2301.2,false
9500-LTVBP,Month-to-month,80.05,35,4,Medium,2801.75,false
7252-NTGSS,Month-to-month,45.15,1,8,Critical,45.15,false
8149-AIQCG,Month-to-month,73.15,39,4,Medium,2852.85,false
1360-JYXKQ,One year,99.1,54,4,Medium,5351.4,false
2955-PSXOE,Month-to-month,20.2,1,6,High,20.2,true
7762-URZQH,Two year,106.05,66,0,Low,6999.3,true
0899-WZRSD,Month-to-month,105.35,56,5,High,5899.6,false
3255-GRXMG,Month-to-month,45.65,18,5,High,821.7,false
4828-FAZPK,Month-to-month,79.95,16,5,High,1279.2,false
6094-ZIVKX,One year,54.45,68,1,Low,3702.6,false
6925-BAYGL,Two year,25.1,53,0,Low,1330.3,false
3262-EIDHV,Two year,84.7,72,0,Low,6098.4,false
7354-OIJLX,Month-to-month,75.85,9,9,Critical,682.65,false
1376-HHBDV,Month-to-month,48.8,30,6,High,1464.0,false
6907-NZZIJ,Month-to-month,99.15,36,7,Critical,3569.4,true
6133-OZILE,Month-to-month,35.2,18,8,Critical,633.6,false
4135-FRWKJ,One year,76.25,55,4,Medium,4193.75,false
2911-UREFD,Month-to-month,55.9,39,7,Critical,2180.1,true
3744-ZRRDZ,Month-to-month,82.35,21,8,Critical,1729.35,true
5673-TIYIB,Month-to-month,40.4,2,6,High,80.8,true
6551-ZCOTS,One year,24.9,33,2,Low,821.7,false
7191-ADRGF,Two year,54.3,44,1,Low,2389.2,false
5018-LXQQG,Month-to-month,66.3,30,4,Medium,1989.0,false
6892-BOGQE,Two year,20.9,71,0,Low,1483.9,false
1602-IJQQE,Month-to-month,75.35,4,9,Critical,301.4,true
4628-WQCQQ,One year,85.15,35,5,High,2980.25,true
1746-TGTWV,Month-to-month,75.35,1,6,High,75.35,false
5995-SNNEW,Month-to-month,104.45,23,8,Critical,2402.35,false
8050-WYBND,One year,49.45,22,3,Medium,1087.9,false
2821-WARNZ,One year,19.45,49,1,Low,953.05,false
4879-GZLFH,Month-to-month,92.15,42,7,Critical,3870.3,false
1644-IRKSF,One year,93.8,33,5,High,3095.4,true
8314-HTWVE,Two year,19.85,7,5,High,138.95,false
9402-ROUMJ,One year,100.25,67,1,Low,6716.75,false
2507-QZPQS,Month-to-month,95.7,15,8,Critical,1435.5,false
7159-NOKYQ,Two year,93.15,67,3,Medium,6241.05,false
5707-ZMDJP,Two year,69.7,53,2,Low,3694.1,false
8779-YIQQA,One year,19.8,21,5,High,415.8,false
7136-IHZJA,Month-to-month,71.35,40,6,High,2854.0,false
8966-OIQHG,One year,20.75,22,3,Medium,456.5,false
7074-STDCN,Month-to-month,40.6,39,7,Critical,1583.4,false
3705-PSNGL,One year,20.4,45,5,High,918.0,true
8739-QOTTN,Month-to-month,20.35,2,8,Critical,40.7,false
1399-OUPJN,Two year,19.75,57,0,Low,1125.75,false
0277-BKSQP,Month-to-month,54.4,8,9,Critical,435.2,false
6502-HCJTI,Month-to-month,94.7,7,6,High,662.9,true
2606-RMDHZ,Month-to-month,30.5,6,6,High,183.0,true
5774-XZTQC,Month-to-month,20.45,7,8,Critical,143.15,false
2676-SSLTO,Two year,66.15,49,0,Low,3241.35,false
6266-QHOJZ,One year,89.85,65,4,Medium,5840.25,false
7269-JISCY,One year,45.05,55,1,Low,2477.75,false
0363-SVHYR,Two year,86.85,71,0,Low,6166.35,false
8547-NSBBO,Month-to-month,96.75,35,6,High,3386.25,false
8258-GSTJK,Month-to-month,77.0,3,9,Critical,231.0,true
6861-OKBCE,Month-to-month,20.1,11,6,High,221.1,true
9940-RHLFB,Month-to-month,75.3,1,9,Critical,75.3,true
6591-QGOYB,Month-to-month,106.65,17,5,High,1813.05,false
9070-BCKQP,Two year,110.15,72,0,Low,7930.8,false
6421-SZVEM,One year,82.85,28,2,Low,2319.8,false
1328-EUZHC,Two year,20.1,18,4,Medium,361.8,false
2995-UPRYS,One year,99.2,40,2,Low,3968.0,true
8878-RYUKI,Month-to-month,59.45,52,6,High,3091.4,false
9633-DENPU,Month-to-month,58.6,47,4,Medium,2754.2,false
7811-JIVPF,Month-to-month,49.7,23,5,High,1143.1,false
7113-HIPFI,Two year,65.85,66,2,Low,4346.1,false
8541-QVFKM,Month-to-month,73.5,8,9,Critical,588.0,false
6686-YPGHK,Month-to-month,85.5,47,6,High,4018.5,true
1383-EZRWL,Month-to-month,20.05,7,8,Critical,140.35,true
9258-CNWAC,Two year,113.65,71,0,Low,8069.15,false
5371-VYLSX,Month-to-month,83.4,50,6,High,4170.0,false
6374-AFWOX,Two year,65.65,46,3,Medium,3019.9,false
4759-TRPLW,Month-to-month,70.4,1,9,Critical,70.4,true
5317-FLPJF,Two year,61.35,66,0,Low,4049.1,false
7621-VPNET,Month-to-month,85.9,42,4,Medium,3607.8,false
6034-YMTOB,Month-to-month,75.65,5,8,Critical,378.25,false
8563-IIOXK,One year,49.75,7,7,Critical,348.25,true
4903-CNOZC,One year,70.9,29,2,Low,2056.1,false
4353-HYOJD,Month-to-month,49.85,27,6,High,1345.95,false
8020-BWHYL,Month-to-month,75.3,15,5,High,1129.5,true
7267-FRMJW,Two year,20.1,25,3,Medium,502.5,false
2982-VPSGI,Month-to-month,94.0,11,9,Critical,1034.0,true
4188-FRABG,Month-to-month,103.05,57,6,High,5873.85,false
8199-ZLLSA,One year,118.35,67,1,Low,7929.45,true
4128-ETESU,Month-to-month,99.7,47,7,Critical,4685.9,false
0620-DLSLK,Month-to-month,81.9,13,7,Critical,1064.7,false
4625-EWPTF,Month-to-month,30.45,8,9,Critical,243.6,true
5980-NOPLP,Month-to-month,96.1,44,7,Critical,4228.4,true
3850-OKINF,One year,66.2,71,4,Medium,4700.2,false
6892-XPFPU,Month-to-month,104.25,24,8,Critical,2502.0,true
8010-EZLOU,Month-to-month,80.2,15,8,Critical,1203.0,true
1156-ZFYDO,Month-to-month,19.75,1,9,Critical,19.75,false
3295-YVUSR,Month-to-month,72.6,2,8,Critical,145.2,false
8016-NCFVO,Month-to-month,116.5,55,6,High,6407.5,false
4119-ZYPZY,Two year,106.8,71,3,Medium,7582.8,false
5549-ZGHFB,Two year,24.95,50,2,Low,1247.5,false
7577-SWIFR,Month-to-month,89.25,1,9,Critical,89.25,false
0303-WMMRN,Month-to-month,19.25,5,8,Critical,96.25,false
6408-OTUBZ,One year,104.55,66,1,Low,6900.3,false
5204-HMGYF,One year,87.2,49,3,Medium,4272.8,false
1078-TDCRN,Month-to-month,30.75,3,9,Critical,92.25,false
3727-OVPRY,One year,25.7,66,1,Low,1696.2,false
3797-FKOGQ,Month-to-month,86.2,11,9,Critical,948.2,false
7622-NXQZR,Month-to-month,30.1,28,4,Medium,842.8,false
6196-HBOBZ,Two year,99.35,65,3,Medium,6457.75,false
3970-XGJDU,Two year,19.2,62,0,Low,1190.4,false
7017-VFULY,Month-to-month,20.1,2,6,High,40.2,false
5562-YJQGT,Month-to-month,20.35,2,6,High,40.7,false
8807-OPMBM,Two year,25.65,55,0,Low,1410.75,false
5439-WIKXB,Month-to-month,94.55,41,7,Critical,3876.55,false
9874-QLCLH,Month-to-month,104.2,17,8,Critical,1771.4,true
8294-UIMBA,One year,94.4,30,2,Low,2832.0,false
8109-YUOHE,One year,56.1,17,5,High,953.7,false
5840-NVDCG,Two year,68.25,16,2,Low,1092.0,false
8092-NLTGF,Two year,24.75,72,0,Low,1782.0,false
5928-QLDHB,Month-to-month,76.25,9,9,Critical,686.25,false
9840-EFJQB,Month-to-month,74.35,1,9,Critical,74.35,false
0696-UKTOX,Month-to-month,54.15,23,8,Critical,1245.45,false
4801-KFYKL,Month-to-month,19.45,8,6,High,155.6,false
3472-OAOOR,Month-to-month,34.95,19,7,Critical,664.05,false
6135-OZQVA,Month-to-month,53.65,7,9,Critical,375.55,false
8062-YBDOE,Month-to-month,69.65,1,9,Critical,69.65,true
2252-JHJGE,One year,104.0,61,4,Medium,6344.0,false
4188-PCPIG,Two year,70.35,57,0,Low,4009.95,false
6000-APYLU,Month-to-month,80.8,9,9,Critical,727.2,true
7105-BENQF,One year,64.85,15,5,High,972.75,false
7721-DVEKZ,Month-to-month,19.65,1,8,Critical,19.65,false
3566-VVORZ,Month-to-month,45.9,12,6,High,550.8,false
9507-HSMMZ,Two year,20.0,54,2,Low,1080.0,false
2480-SQIOB,Month-to-month,44.8,4,9,Critical,179.2,false
0947-IDHRQ,Month-to-month,80.3,7,8,Critical,562.1,true
7813-TKCVO,One year,20.35,20,5,High,407.0,false
0128-MKWSG,Month-to-month,45.8,26,6,High,1190.8,false
3672-YITQD,Month-to-month,84.1,36,7,Critical,3027.6,true
4350-ZTLPI,One year,108.95,53,1,Low,5774.35,false
9048-JVYVF,Month-to-month,69.35,3,9,Critical,208.05,true
0361-HJRDX,Two year,64.35,68,0,Low,4375.8,false
5727-MYATE,Two year,90.8,72,0,Low,6537.6,false
3823-KYNQY,One year,24.95,12,4,Medium,299.4,false
8988-ECPJR,Month-to-month,79.6,34,6,High,2706.4,true
7570-WELNY,Two year,84.7,68,0,Low,5759.6,false
3021-VLNRJ,One year,70.8,50,1,Low,3540.0,false
3776-EKTKM,Month-to-month,36.45,1,9,Critical,36.45,true
2080-CAZNM,Month-to-month,104.4,41,7,Critical,4280.4,false
1028-FFNJK,Month-to-month,101.5,30,7,Critical,3045.0,false
6907-FLBER,Month-to-month,54.3,1,9,Critical,54.3,false
3001-UNBTL,Month-to-month,103.95,29,7,Critical,3014.55,false
5982-PSMKW,Two year,91.1,23,2,Low,2095.3,false
3507-GASNP,Two year,19.95,60,2,Low,1197.0,false
7096-ZNBZI,Two year,26.45,72,0,Low,1904.4,false
1902-XBTFB,Month-to-month,89.4,22,8,Critical,1966.8,true
1676-MQAOA,Two year,75.1,72,0,Low,5407.2,false
0786-IVLAW,One year,108.1,66,1,Low,7134.6,false
7566-DSRLQ,Two year,110.15,72,3,Medium,7930.8,false
0643-OKLRP,Month-to-month,80.35,47,7,Critical,3776.45,true
7245-JMTTQ,One year,111.5,51,4,Medium,5686.5,false
6050-IJRHS,One year,106.5,70,4,Medium,7455.0,false
6202-JVYEU,One year,19.9,9,7,Critical,179.1,false
8591-TKMZH,Two year,111.1,59,2,Low,6554.9,false
0734-OXWBT,Month-to-month,70.7,3,8,Critical,212.1,false
4282-ACRXS,Month-to-month,24.85,38,7,Critical,944.3,false
0365-TRTPY,Month-to-month,91.2,37,4,Medium,3374.4,false
7349-ALMUX,Two year,65.6,37,1,Low,2427.2,false
9381-NDKME,Month-to-month,40.65,24,5,High,975.6,true
6502-KUGLL,Month-to-month,59.45,14,5,High,832.3,false
1841-YSJGV,Two year,109.95,72,0,Low,7916.4,false
2794-XIMMO,One year,60.45,53,4,Medium,3203.85,true
8382-SHQEH,Month-to-month,84.9,8,9,Critical,679.2,true
3511-BFTJW,Two year,38.5,72,0,Low,2772.0,false
7668-XCFYV,Month-to-month,92.55,17,8,Critical,1573.35,false
2983-ZANRP,Month-to-month,73.55,2,6,High,147.1,true
7845-URHJN,Month-to-month,20.15,8,6,High,161.2,true
3034-ZBEQN,One year,34.7,48,4,Medium,1665.6,true
5018-HEKFO,Month-to-month,24.5,10,8,Critical,245.0,false
2923-ARZLG,One year,19.7,0,6,High,0.0,false
3976-NLDEZ,Month-to-month,20.6,1,8,Critical,20.6,false
2282-YGNOR,One year,58.0,29,2,Low,1682.0,false
5336-UFNZP,One year,107.45,65,4,Medium,6984.25,false
6854-EXGSF,Month-to-month,65.5,8,6,High,524.0,false
1241-EZFMJ,Two year,25.45,61,0,Low,1552.45,false
9233-PSYHO,One year,100.15,45,2,Low,4506.75,false
5376-PCKNB,One year,104.45,72,1,Low,7520.4,false
8044-BGWPI,Month-to-month,21.15,12,9,Critical,253.8,false
4060-LDNLU,Month-to-month,96.2,7,9,Critical,673.4,false
3589-PPVKW,Month-to-month,44.4,9,8,Critical,399.6,false
8327-LZKAS,One year,107.55,43,5,High,4624.65,true
5887-IKKYO,Two year,94.35,58,0,Low,5472.3,false
1075-BGWOH,Month-to-month,98.75,16,8,Critical,1580.0,true
1755-RMCXH,Month-to-month,20.3,2,8,Critical,40.6,false
0302-JOIVN,Month-to-month,101.15,8,9,Critical,809.2,true
3858-XHYJO,One year,105.75,40,2,Low,4230.0,false
4299-SIMNS,Month-to-month,81.15,9,9,Critical,730.35,false
7025-IWFHT,One year,89.55,41,5,High,3671.55,false
6261-LHRTG,Month-to-month,54.75,26,4,Medium,1423.5,false
7841-FCRQD,One year,53.75,33,2,Low,1773.75,false
2056-EVGZL,One year,105.75,68,1,Low,7191.0,false
8777-MBMTS,Two year,105.85,65,0,Low,6880.25,false
7753-USQYQ,One year,64.2,55,4,Medium,3531.0,false
5366-IJEQJ,Month-to-month,88.7,20,8,Critical,1774.0,true
7661-CPURM,One year,87.7,19,3,Medium,1666.3,false
6233-HXJMX,Month-to-month,89.3,45,4,Medium,4018.5,false
5902-WBLSE,Two year,20.15,70,0,Low,1410.5,false
1981-INRFU,Month-to-month,79.75,2,9,Critical,159.5,true
4971-PUYQO,Month-to-month,94.55,27,6,High,2552.85,true
3239-TPHPZ,Two year,20.05,12,6,High,240.6,false
5115-GZDEL,Two year,67.2,72,0,Low,4838.4,false
3338-CVVEH,Month-to-month,94.55,12,9,Critical,1134.6,false
8485-GJCDN,Month-to-month,69.05,5,8,Critical,345.25,true
2615-YVMYX,Month-to-month,107.5,71,6,High,7632.5,false
2851-STERV,One year,73.0,35,5,High,2555.0,false
4393-GEADV,Two year,114.75,70,0,Low,8032.5,false
8486-AYEQH,Month-to-month,76.05,31,7,Critical,2357.55,false
1527-SXDPN,Two year,96.25,52,0,Low,5005.0,true
6029-WTIPC,Month-to-month,101.1,37,7,Critical,3740.7,true
8634-CILSZ,One year,104.7,69,1,Low,7224.3,true
5419-JKZNQ,Month-to-month,77.9,30,6,High,2337.0,false
2495-KZNFB,Month-to-month,90.65,33,7,Critical,2991.45,false
1409-PHXTF,Two year,110.45,54,3,Medium,5964.3,false
4560-WQAQW,One year,68.7,59,1,Low,4053.3,false
9591-YVTEB,Month-to-month,44.85,55,6,High,2466.75,false
9309-BZGNT,One year,29.8,69,1,Low,2056.2,false
4274-DRSQT,One year,88.9,66,1,Low,5867.4,false
2027-DNKIV,One year,58.75,37,4,Medium,2173.75,false
8075-GXIUB,One year,19.85,9,4,Medium,178.65,false
2885-HIJDH,Two year,86.9,69,0,Low,5996.1,false
5424-RLQLC,Month-to-month,59.65,10,8,Critical,596.5,false
6682-QJDGB,Month-to-month,55.25,40,6,High,2210.0,true
6507-DTJZV,Month-to-month,66.4,13,5,High,863.2,false
8780-IXSTS,Month-to-month,90.1,6,9,Critical,540.6,true
7673-BQGKU,Two year,20.15,69,0,Low,1390.35,false
6723-WSNTY,One year,108.1,66,1,Low,7134.6,false
9530-EHPOH,Month-to-month,53.75,11,9,Critical,591.25,true
2725-IWWBA,One year,56.9,46,4,Medium,2617.4,false
0345-HKJVM,Month-to-month,89.3,6,9,Critical,535.8,true
1061-PNTHC,Month-to-month,109.6,56,5,High,6137.6,false
0394-YONDK,Two year,25.15,70,0,Low,1760.5,false
6574-MCOEH,One year,79.15,33,5,High,2611.95,false
7399-QHBJS,Two year,66.75,72,0,Low,4806.0,false
3049-SOLAY,Month-to-month,95.2,3,9,Critical,285.6,true
0997-YTLNY,Month-to-month,48.8,19,7,Critical,927.2,false
3317-HRTNN,Month-to-month,45.7,5,9,Critical,228.5,true
9479-HYNYL,Two year,80.7,71,0,Low,5729.7,false
3235-ETOOB,Month-to-month,74.5,8,9,Critical,596.0,true
9708-KFDBY,Month-to-month,20.55,1,6,High,20.55,false
8058-INTPH,Month-to-month,79.65,1,9,Critical,79.65,true
3642-GKTCT,One year,115.1,61,3,Medium,7021.1,false
0774-RMNUW,Two year,59.7,71,0,Low,4238.7,false
1334-PDUKM,One year,86.45,68,1,Low,5878.6,false
0756-MPZRL,One year,33.7,46,2,Low,1550.2,false
2242-MFOTG,One year,80.1,33,2,Low,2643.3,false
2927-CVULT,Two year,104.05,53,0,Low,5514.65,false
2144-BFDSO,Month-to-month,108.75,50,3,Medium,5437.5,false
8745-PVESG,One year,41.1,57,1,Low,2342.7,false
7647-GYYKX,Two year,20.35,54,0,Low,1098.9,false
5647-FXOTP,Month-to-month,105.9,60,6,High,6354.0,false
5569-OUICF,Month-to-month,101.3,28,4,Medium,2836.4,true
8821-XNHVZ,Month-to-month,80.05,1,8,Critical,80.05,true
2082-OJVTK,Month-to-month,89.2,29,7,Critical,2586.8,true
9700-ISPUP,Month-to-month,65.5,10,9,Critical,655.0,false
9839-ETQOE,Month-to-month,40.45,43,7,Critical,1739.35,false
6078-VESFR,Month-to-month,70.45,13,5,High,915.85,false
9027-TMATR,Two year,78.8,43,4,Medium,3388.4,false
5940-NFXKV,Month-to-month,83.65,19,8,Critical,1589.35,true
1941-HOSAM,Month-to-month,90.1,1,9,Critical,90.1,false
9110-HSGTV,Two year,82.45,69,0,Low,5689.05,false
0704-VCUMB,Two year,20.25,61,0,Low,1235.25,false
6171-ZTVYB,Month-to-month,66.25,43,4,Medium,2848.75,false
8053-WWDRO,Month-to-month,19.5,6,6,High,117.0,true
9564-KCLHR,Month-to-month,51.25,1,8,Critical,51.25,true
1935-IMVBB,Month-to-month,89.7,56,5,High,5023.2,false
2535-PBCGC,Two year,64.55,70,0,Low,4518.5,false
2082-CEFLT,Month-to-month,45.6,1,9,Critical,45.6,true
1470-PSXNM,One year,93.65,49,4,Medium,4588.85,false
1213-NGCUN,Month-to-month,49.65,6,6,High,297.9,true
2498-XLDZR,Two year,73.6,32,3,Medium,2355.2,false
9866-OCCKE,Two year,109.75,72,2,Low,7902.0,false
5338-YHWYT,Two year,61.45,37,1,Low,2273.65,false
7718-UPSKJ,One year,106.4,69,1,Low,7341.6,false
8731-WBBMB,Month-to-month,81.9,26,4,Medium,2129.4,false
1448-CYWKC,One year,105.2,58,1,Low,6101.6,false
7901-IIDQV,One year,54.6,24,3,Medium,1310.4,false
2690-DVRVK,One year,20.55,5,7,Critical,102.75,false
5688-KZTSN,Month-to-month,20.0,15,8,Critical,300.0,true
1270-XKUCC,Two year,19.7,30,3,Medium,591.0,false
0334-ZFJSR,One year,66.05,55,1,Low,3632.75,false
2894-QOJRX,Month-to-month,34.0,25,4,Medium,850.0,true
5747-PMBSQ,Month-to-month,92.5,10,8,Critical,925.0,true
5583-EJXRD,Two year,54.05,44,1,Low,2378.2,false
4565-EVZMJ,One year,58.9,47,4,Medium,2768.3,false
3143-JQEGI,Month-to-month,88.35,13,8,Critical,1148.55,true
6386-SZZKH,Two year,107.95,49,0,Low,5289.55,true
3327-YBAKM,One year,96.9,64,3,Medium,6201.6,false
9441-QHEVC,Month-to-month,19.1,1,8,Critical,19.1,false
6705-LNMDD,Month-to-month,50.0,20,7,Critical,1000.0,false
2580-ASVVY,Two year,45.4,37,4,Medium,1679.8,false
3370-GQEAL,Month-to-month,85.45,30,7,Critical,2563.5,false
5032-USPKF,One year,84.1,38,2,Low,3195.8,false
2982-IHMFT,Month-to-month,74.45,1,8,Critical,74.45,true
3521-SYVOR,Month-to-month,64.75,37,7,Critical,2395.75,true
4254-QPEDE,Two year,66.25,52,0,Low,3445.0,false
6283-GITPX,Two year,76.9,71,0,Low,5459.9,false
9526-JAWYF,Month-to-month,89.8,26,7,Critical,2334.8,true
0771-CHWSK,Two year,74.6,66,0,Low,4923.6,false
9788-HNGUT,Two year,116.95,72,0,Low,8420.4,false
9495-REDIY,One year,40.65,25,2,Low,1016.25,false
5375-XLDOF,Two year,114.35,69,0,Low,7890.15,false
1172-VIYBP,Two year,69.7,53,0,Low,3694.1,false
5649-VUKMC,One year,95.5,12,6,High,1146.0,true
6559-PDZLR,Month-to-month,98.65,26,7,Critical,2564.9,false
8992-OBVDG,Month-to-month,61.65,21,7,Critical,1294.65,false
4273-MBHYA,Month-to-month,89.35,1,9,Critical,89.35,false
4724-WXVWF,Month-to-month,95.4,48,7,Critical,4579.2,false
5701-GUXDC,One year,35.4,26,2,Low,920.4,false
1460-UZPRJ,Two year,19.95,60,2,Low,1197.0,false
6082-GLJIX,Month-to-month,19.25,18,7,Critical,346.5,false
5143-EGQFK,Month-to-month,29.65,10,9,Critical,296.5,true
4919-IKATY,Month-to-month,84.5,5,9,Critical,422.5,true
2495-TTHBQ,One year,20.4,4,6,High,81.6,false
0485-ZBSLN,Two year,24.75,65,0,Low,1608.75,false
3810-PJUHR,Two year,25.35,70,2,Low,1774.5,false
9050-QLROH,Month-to-month,90.7,18,5,High,1632.6,true
0847-HGRML,Two year,20.0,62,0,Low,1240.0,false
8232-CTLKO,Two year,59.75,66,3,Medium,3943.5,false
9227-YBAXE,Two year,82.5,65,0,Low,5362.5,false
6168-WFVVF,Month-to-month,70.3,3,9,Critical,210.9,true
9860-LISIZ,Month-to-month,20.35,34,6,High,691.9,false
0112-QAWRZ,Month-to-month,90.8,16,5,High,1452.8,false
0877-SDMBN,One year,103.95,54,1,Low,5613.3,true
2786-GCDPI,Month-to-month,104.95,50,6,High,5247.5,false
4043-MKDTV,Two year,105.25,71,3,Medium,7472.75,false
8065-YKXKD,Month-to-month,74.75,10,9,Critical,747.5,true
9637-EIHEQ,Month-to-month,50.8,1,9,Critical,50.8,true
9229-RQABD,One year,23.75,18,5,High,427.5,false
8313-KTIHG,Month-to-month,61.3,4,9,Critical,245.2,false
5320-BRKGK,Two year,75.8,58,2,Low,4396.4,false
6284-KMNUF,One year,98.0,56,4,Medium,5488.0,false
9689-PTNPG,Month-to-month,80.25,2,9,Critical,160.5,true
9465-RWMXL,Month-to-month,78.9,32,7,Critical,2524.8,true
6229-UOLQL,One year,52.0,56,3,Medium,2912.0,false
2362-IBOOY,Month-to-month,84.75,36,7,Critical,3051.0,true
3137-LUPIX,Month-to-month,64.4,4,8,Critical,257.6,false
0843-WTBXE,Month-to-month,85.45,53,3,Medium,4528.85,true
6143-JQKEA,Month-to-month,45.8,10,6,High,458.0,false
8676-OOQEJ,Month-to-month,30.5,4,9,Critical,122.0,false
5515-IDEJJ,Month-to-month,19.9,1,8,Critical,19.9,true
9701-CDXHR,Month-to-month,69.15,51,5,High,3526.65,false
7450-NWRTR,Month-to-month,99.45,12,9,Critical,1193.4,true
8124-NZVGJ,One year,49.25,6,6,High,295.5,false
2162-FRZAA,Two year,39.35,63,0,Low,2479.05,false
5376-DEQCP,Month-to-month,70.6,1,9,Critical,70.6,true
5118-MUEYH,Month-to-month,105.1,48,4,Medium,5044.8,false
9095-HFAFX,Month-to-month,81.0,5,6,High,405.0,true
5627-TVBPP,One year,20.1,35,2,Low,703.5,false
2379-ENZGV,Month-to-month,84.85,6,9,Critical,509.1,true
3936-QQFLL,Month-to-month,19.75,2,8,Critical,39.5,false
2589-AYCRP,One year,19.75,50,1,Low,987.5,false
4067-HLYQI,Month-to-month,70.4,33,4,Medium,2323.2,false
5124-EOGYE,Two year,20.45,31,3,Medium,633.95,false
5057-RKGLH,Two year,20.35,9,5,High,183.15,false
0292-WEGCH,Month-to-month,86.2,54,6,High,4654.8,false
8910-ICHIU,One year,95.65,46,2,Low,4399.9,false
4097-YODCF,One year,103.8,34,5,High,3529.2,false
9715-WZCLW,Two year,97.2,71,3,Medium,6901.2,false
9786-YWNHU,Two year,63.55,63,2,Low,4003.65,false
6407-GSJNL,Two year,24.95,51,0,Low,1272.45,false
6005-OBZPH,Month-to-month,89.15,26,7,Critical,2317.9,true
4049-ZPALD,Two year,99.0,64,0,Low,6336.0,false
7932-WPTDS,Month-to-month,24.8,1,9,Critical,24.8,true
3733-UOCWF,One year,85.55,61,1,Low,5218.55,false
6833-JMZYP,Month-to-month,94.0,15,5,High,1410.0,false
2722-VOJQL,One year,105.65,64,1,Low,6761.6,true
1310-QRITU,Month-to-month,50.3,18,8,Critical,905.4,false
8961-QDZZJ,One year,95.0,57,4,Medium,5415.0,false
9715-SBVSU,Two year,61.4,14,2,Low,859.6,false
8490-BXHEO,Month-to-month,80.55,18,5,High,1449.9,false
7173-TETGO,Two year,78.5,72,0,Low,5652.0,false
7929-SKFGK,Two year,114.3,70,0,Low,8001.0,false
2300-RQGOI,Two year,20.05,38,3,Medium,761.9,false
3563-SVYLG,Two year,62.65,68,0,Low,4260.2,false
5228-EXCET,Month-to-month,80.85,13,8,Critical,1051.05,true
6435-VWCCY,Two year,92.7,65,0,Low,6025.5,false
4998-IKFSE,Month-to-month,100.45,30,7,Critical,3013.5,false
8630-QSGXK,Two year,75.2,51,0,Low,3835.2,false
2455-USLMV,Month-to-month,84.75,31,4,Medium,2627.25,false
7394-FKDNK,Month-to-month,89.45,9,9,Critical,805.05,true
9488-FVZCC,Two year,79.5,72,0,Low,5724.0,false
6331-LWDTQ,Month-to-month,72.15,10,6,High,721.5,true
5995-WWKKG,One year,19.8,37,5,High,732.6,false
1597-FZREH,Month-to-month,76.4,2,9,Critical,152.8,true
7879-CGSFV,One year,100.9,55,3,Medium,5549.5,false
9921-EZKBY,Month-to-month,95.3,33,4,Medium,3144.9,false
7432-FFVAR,One year,90.95,46,2,Low,4183.7,false
7246-ZGQDF,Month-to-month,54.5,1,9,Critical,54.5,false
7000-WCEVQ,Month-to-month,61.6,20,7,Critical,1232.0,true
0727-IWKVK,Month-to-month,79.9,9,9,Critical,719.1,true
5959-BELXA,Month-to-month,96.15,32,4,Medium,3076.8,true
4456-RHSNB,Month-to-month,49.6,19,5,High,942.4,false
3512-IZIKN,Two year,65.3,70,0,Low,4571.0,true
2481-SBOYW,Two year,25.0,61,0,Low,1525.0,false
7109-MFBYV,Month-to-month,45.45,26,7,Critical,1181.7,false
1833-TCXKK,Month-to-month,107.75,45,4,Medium,4848.75,false
1832-PEUTS,Two year,89.1,62,0,Low,5524.2,false
6141-OOXUQ,Month-to-month,19.65,1,8,Critical,19.65,true
8660-BUETV,Month-to-month,44.75,3,8,Critical,134.25,false
0580-PIQHM,One year,101.6,41,2,Low,4165.6,false
5696-CEIQJ,Two year,103.15,67,0,Low,6911.05,false
7503-ZGUZJ,Month-to-month,84.65,1,8,Critical,84.65,true
1696-HXOWK,One year,95.65,71,3,Medium,6791.15,false
3026-ATZYV,One year,75.1,37,2,Low,2778.7,false
4012-YCFAI,Two year,61.35,60,2,Low,3681.0,false
2506-TNFCO,Month-to-month,69.55,1,9,Critical,69.55,true
9970-QBCDA,Month-to-month,19.7,6,6,High,118.2,false
8718-PTMEZ,Month-to-month,31.05,13,8,Critical,403.65,true
9496-IVVRP,Month-to-month,51.0,11,6,High,561.0,false
2207-OBZNX,Month-to-month,51.0,7,8,Critical,357.0,true
2657-VPXTA,Month-to-month,88.85,10,9,Critical,888.5,false
6551-VLJMV,Two year,20.05,34,1,Low,681.7,false
1221-GHZEP,Two year,65.1,62,2,Low,4036.2,false
9289-LBQVU,One year,70.15,64,3,Medium,4489.6,false
6142-VSJQO,Month-to-month,44.35,1,6,High,44.35,true
3458-IDMFK,Two year,20.75,25,3,Medium,518.75,false
6933-FHBZC,One year,56.05,26,4,Medium,1457.3,false
0221-NAUXK,One year,19.95,10,4,Medium,199.5,false
9770-KXGQU,One year,98.6,53,3,Medium,5225.8,false
6437-UKHMV,Month-to-month,79.7,7,9,Critical,557.9,true
6538-POCHL,Month-to-month,79.0,33,4,Medium,2607.0,false
6726-NNFWD,Two year,89.45,71,0,Low,6350.95,false
3002-WQZWT,Month-to-month,74.2,29,7,Critical,2151.8,false
4277-UDIEF,Month-to-month,81.0,24,5,High,1944.0,false
1208-NBVFH,Month-to-month,49.6,20,8,Critical,992.0,false
4912-PIGUY,Month-to-month,84.6,1,9,Critical,84.6,false
