customerID,Contract,tenure,MonthlyCharges,risk_score,risk_label,Churn
8204-TIFGJ,Month-to-month,23,20.3,5,Critical,false
8050-DVOJX,Two year,49,81.35,0,Low,false
6108-OQZDQ,Month-to-month,4,97.95,6,Critical,true
0363-QJVFX,Month-to-month,32,108.15,4,High,true
8903-XEBGX,Month-to-month,2,55.3,6,Critical,false
8169-SAEJD,Two year,69,56.55,0,Low,false
9840-DVNDC,Month-to-month,6,80.5,6,Critical,true
1089-XZWHH,Two year,24,19.7,2,Medium,false
2325-WINES,One year,32,104.05,2,Medium,false
6064-ZATLR,Two year,27,52.85,1,Medium,false
3096-JRDSO,Month-to-month,27,104.3,4,High,true
7824-PANSQ,Month-to-month,58,80.65,3,High,false
8042-JVNFH,Month-to-month,1,71.35,6,Critical,true
9648-BCHKM,Two year,18,24.65,2,Medium,false
2888-ADFAO,Two year,47,21.3,1,Medium,false
8707-HOEDG,Two year,70,110.2,0,Low,false
3374-LXDEV,Month-to-month,13,89.4,5,Critical,true
4072-IPYLT,Month-to-month,36,51.05,4,High,false
7167-PCEYD,Two year,67,19.8,0,Low,false
4936-YPJNK,Month-to-month,10,19.9,6,Critical,false
1580-BMCMR,Month-to-month,19,87.3,5,Critical,false
4817-KEQSP,Two year,71,19.85,0,Low,false
6408-WHTEF,Two year,72,89.4,0,Low,false
9251-AWQGT,Two year,48,20.0,1,Medium,false
8749-CLJXC,Month-to-month,1,20.05,6,Critical,false
7989-VCQOH,Month-to-month,18,83.25,5,Critical,false
5049-GLYVG,Month-to-month,1,20.6,6,Critical,true
4199-QHJNM,Two year,67,102.9,0,Low,false
8882-TLVRW,Two year,69,39.1,0,Low,false
5883-GTGVD,Month-to-month,19,99.95,5,Critical,true
5135-GRQJV,Two year,72,114.5,0,Low,false
2384-OVPSA,Two year,38,20.2,1,Medium,false
1371-WEPDS,One year,40,55.8,2,Medium,false
3580-GICBM,Two year,61,24.2,0,Low,false
4817-QRJSX,Month-to-month,10,81.0,6,Critical,true
9730-DRTMJ,One year,32,72.8,2,Medium,false
4686-UXDML,Month-to-month,21,99.85,5,Critical,false
3349-ANQNH,One year,59,99.5,1,Medium,false
2398-YPMUR,Month-to-month,13,70.15,5,Critical,true
0932-YIXYU,Two year,47,20.25,1,Medium,false
7480-SPLEF,Two year,69,26.0,0,Low,false
7636-XUHWW,Month-to-month,2,19.9,6,Critical,false
1431-CYWMH,Month-to-month,22,19.05,5,Critical,false
5937-EORGB,Month-to-month,15,96.5,5,Critical,false
6349-JDHQP,Two year,53,19.85,0,Low,false
5539-HIVAK,Month-to-month,28,25.7,4,High,false
5847-MXBEO,One year,22,20.3,3,High,false
9985-MWVIX,Month-to-month,1,70.15,6,Critical,true
4583-PARNH,Month-to-month,16,91.55,5,Critical,false
1116-FRYVH,Two year,48,39.4,1,Medium,false
1421-HCERK,Month-to-month,30,105.7,4,High,false
9633-XQABV,Month-to-month,3,70.25,6,Critical,false
0716-BQNDX,Two year,57,93.75,0,Low,false
1265-XTECC,One year,68,96.55,1,Medium,true
1183-CANVH,One year,23,60.0,3,High,false
1972-XMUWV,Two year,65,59.8,0,Low,false
8679-LZBMD,One year,44,90.65,2,Medium,false
3407-JMJQQ,Two year,71,109.0,0,Low,false
6252-DFGTK,One year,37,68.1,2,Medium,false
1539-LNKHM,Month-to-month,12,20.4,6,Critical,false
8645-KOMJQ,Two year,69,81.95,0,Low,false
0289-IVARM,Month-to-month,35,60.55,4,High,false
9761-XUJWD,Month-to-month,5,65.6,6,Critical,false
4057-FKCZK,Two year,58,82.5,0,Low,false
4291-TPNFG,Two year,72,82.3,0,Low,false
6087-YPWHO,Two year,72,68.15,0,Low,false
3090-QFUVD,Month-to-month,1,20.3,6,Critical,false
2237-ZFSMY,One year,39,95.55,2,Medium,true
1722-LDZJS,One year,53,20.2,1,Medium,false
1818-ESQMW,Month-to-month,27,89.2,4,High,false
4871-JTKJF,Month-to-month,1,69.65,6,Critical,true
1415-YFWLT,Month-to-month,1,89.3,6,Critical,true
7401-RUBNK,Month-to-month,18,74.8,5,Critical,false
0506-YLVKJ,Two year,46,20.2,1,Medium,false
8661-BOYNW,Two year,72,84.4,0,Low,false
6711-VTNRE,Month-to-month,36,87.55,4,High,true
4815-GBTCD,Month-to-month,4,25.15,6,Critical,false
2805-AUFQN,Two year,25,19.8,1,Medium,false
0980-PVMRC,Month-to-month,40,50.85,4,High,false
7233-DRTRF,Month-to-month,63,102.4,3,High,false
3500-RMZLT,Month-to-month,15,96.3,5,Critical,true
3873-NFTGI,Month-to-month,14,55.5,5,Critical,false
1162-ECVII,Two year,72,109.75,0,Low,false
7048-GXDAY,Month-to-month,39,106.4,4,High,false
8571-ZCMCX,Two year,47,60.0,1,Medium,false
1169-WCVAK,Month-to-month,19,88.8,5,Critical,false
4548-SDBKE,Month-to-month,5,85.2,6,Critical,true
8066-POXGX,Month-to-month,13,35.1,5,Critical,true
7129-CAKJW,Month-to-month,17,80.05,5,Critical,false
8695-ARGXZ,Month-to-month,34,75.55,4,High,false
3570-YUEKJ,Month-to-month,42,49.55,4,High,false
4143-OOBWZ,Month-to-month,5,81.3,6,Critical,true
1555-HAPSU,Two year,71,23.9,0,Low,false
1697-NVVGY,Month-to-month,19,66.4,5,Critical,false
7854-EKTJL,Month-to-month,2,19.6,6,Critical,true
8464-EETCQ,Two year,57,18.8,0,Low,false
2419-FSORS,Two year,72,108.4,0,Low,false
8132-YPVBX,Month-to-month,6,85.95,6,Critical,false
9102-IAYHT,Month-to-month,17,85.45,5,Critical,true
6754-LZUKA,Two year,61,80.9,0,Low,false
3422-LYEPQ,Month-to-month,1,71.0,6,Critical,true
8099-MZPUJ,Two year,48,111.8,1,Medium,false
0787-LHDYT,Month-to-month,16,20.6,5,Critical,false
2642-DTVCO,Month-to-month,9,85.05,6,Critical,true
0374-IOEGQ,Month-to-month,3,44.6,6,Critical,false
4361-JEIVL,Month-to-month,1,44.4,6,Critical,true
3197-NNYNB,Two year,65,105.1,0,Low,false
3396-DKDEL,Two year,70,115.15,0,Low,false
1752-OZXFY,One year,60,59.8,1,Medium,false
9066-QRSDU,One year,69,26.3,1,Medium,false
9112-WSNPU,Month-to-month,35,70.55,4,High,false
9867-NNXLC,Month-to-month,22,20.05,5,Critical,false
5321-NTRKC,Two year,66,79.85,0,Low,false
1363-TXLSL,Month-to-month,1,70.3,6,Critical,true
9507-EXLTT,Month-to-month,1,79.35,6,Critical,true
3161-GETRM,Month-to-month,34,90.05,4,High,false
0402-OAMEN,Two year,72,24.45,0,Low,false
6933-VLYFX,One year,31,59.95,2,Medium,false
6754-WKSHP,One year,30,25.35,2,Medium,false
9846-GKXAS,Month-to-month,9,90.8,6,Critical,true
6017-PPLPX,Month-to-month,20,70.45,5,Critical,true
4976-LNFVV,Month-to-month,19,34.3,5,Critical,false
5055-MGMGF,Month-to-month,65,105.05,3,High,false
4641-FROLU,Two year,30,19.3,1,Medium,false
2862-JVEOY,One year,6,19.15,4,High,false
2969-QWUBZ,Month-to-month,2,51.4,6,Critical,false
9822-BIIGN,Month-to-month,53,71.85,3,High,false
2077-MPJQO,Month-to-month,7,75.4,6,Critical,false
1534-OULXE,One year,61,49.7,1,Medium,false
7136-RVDTZ,One year,70,45.25,1,Medium,true
2971-SGAFL,Month-to-month,13,78.75,5,Critical,false
1480-IVEVR,One year,35,81.6,2,Medium,false
2905-KFQUV,Month-to-month,2,70.4,6,Critical,false
4581-SSPWD,Month-to-month,3,75.8,6,Critical,true
3370-HXOPH,Month-to-month,3,76.1,6,Critical,false
9391-YZEJW,One year,62,94.0,1,Medium,false
9958-MEKUC,Two year,72,103.95,0,Low,false
0281-CNTZX,Two year,63,19.95,0,Low,false
6927-WTFIV,Month-to-month,20,71.3,5,Critical,true
4118-CEVPF,One year,35,110.8,2,Medium,false
3398-ZOUAA,Month-to-month,21,69.1,5,Critical,true
9114-VEPUF,One year,62,96.1,1,Medium,false
7876-BEUTG,Month-to-month,15,48.8,5,Critical,false
2338-BQEZT,Month-to-month,55,50.55,3,High,false
9873-MNDKV,Month-to-month,11,44.65,6,Critical,false
0378-NHQXU,Month-to-month,17,88.25,5,Critical,true
8241-JUIQO,One year,61,19.45,1,Medium,false
2194-IIQOF,Two year,71,89.3,0,Low,false
4512-ZUIYL,Month-to-month,2,70.0,6,Critical,true
9631-RXVJM,Two year,35,19.25,1,Medium,false
9584-EXCDZ,Month-to-month,17,70.5,5,Critical,false
7969-AULMZ,Month-to-month,21,97.35,5,Critical,true
5093-FEGLU,Two year,47,19.65,1,Medium,false
2621-UDNLU,Month-to-month,3,20.85,6,Critical,false
7526-IVLYU,Month-to-month,3,19.65,6,Critical,false
2428-HYUNX,Two year,44,19.35,1,Medium,false
9214-EKVXR,Month-to-month,1,44.0,6,Critical,false
3410-MHHUM,One year,44,94.4,2,Medium,false
0568-ONFPC,Month-to-month,5,25.9,6,Critical,true
0733-VUNUW,Month-to-month,24,55.65,5,Critical,true
4550-EVXNY,Month-to-month,1,69.65,6,Critical,true
2122-YWVYA,Month-to-month,18,75.4,5,Critical,false
2968-SSGAA,Month-to-month,10,100.6,6,Critical,true
2296-DKZFP,Two year,65,71.0,0,Low,false
4844-JJWUY,Month-to-month,1,86.0,6,Critical,true
6777-TGHTM,One year,53,106.95,1,Medium,true
8909-BOLNL,One year,3,21.2,4,High,false
6603-YRDCJ,Two year,33,61.05,1,Medium,false
3538-WZPHD,Month-to-month,3,29.6,6,Critical,true
3229-USWAR,One year,34,79.95,2,Medium,false
2138-VFAPZ,Two year,14,19.7,2,Medium,false
6131-JLWZM,Month-to-month,13,20.3,5,Critical,false
4785-QRJHC,One year,46,59.9,2,Medium,true
0269-XFESX,One year,23,24.35,3,High,false
1709-EJDOX,Two year,47,19.75,1,Medium,false
4316-XCSLJ,Month-to-month,17,50.3,5,Critical,false
8610-WFCJF,Month-to-month,49,95.6,3,High,true
9693-XMUOB,Month-to-month,59,50.25,3,High,false
0383-CLDDA,Two year,69,85.35,0,Low,false
4905-JEFDW,One year,11,41.6,4,High,true
2709-UQGNP,Month-to-month,10,51.65,6,Critical,false
3549-ZTMNH,Two year,12,24.0,3,High,false
7881-INRLC,Month-to-month,45,100.85,4,High,true
8033-ATFAS,Month-to-month,39,59.85,4,High,false
1635-NZATJ,Two year,71,25.45,0,Low,false
0562-HKHML,Two year,71,23.9,0,Low,false
8277-RVRSV,One year,33,24.15,2,Medium,false
9943-VSZUV,Month-to-month,67,75.7,3,High,false
0117-LFRMW,Month-to-month,37,40.2,4,High,true
6172-FECYY,Month-to-month,49,84.5,3,High,true
7054-ENNGU,Month-to-month,9,50.85,6,Critical,false
1455-HFBXA,Two year,52,91.6,0,Low,false
9402-CXWPL,One year,70,98.9,1,Medium,false
1628-BIZYP,Month-to-month,1,85.0,6,Critical,false
1965-AKTSX,Month-to-month,14,78.95,5,Critical,true
0082-LDZUE,Month-to-month,1,44.3,6,Critical,false
4786-UKSNZ,Month-to-month,1,20.2,6,Critical,true
5343-SGUBI,One year,52,80.2,1,Medium,false
0856-NAOES,Month-to-month,6,60.9,6,Critical,false
1976-AZZPJ,Month-to-month,7,34.2,6,Critical,false
7248-VZQLC,Month-to-month,47,85.2,4,High,true
6156-UZDLF,One year,26,87.15,2,Medium,false
3099-OONVS,Month-to-month,25,54.3,4,High,false
9500-WBGRP,Two year,69,19.1,0,Low,false
5183-KLYEM,Two year,72,112.75,0,Low,false
5144-PQCDZ,Month-to-month,4,19.95,6,Critical,false
8514-VZHEB,Two year,59,19.5,0,Low,false
6625-IUTTT,Two year,67,65.55,0,Low,false
9355-NPPFS,Month-to-month,26,78.8,4,High,false
0068-FIGTF,One year,27,78.2,2,Medium,false
5965-GGPRW,Two year,72,105.25,0,Low,false
8035-PWSEV,Month-to-month,6,89.25,6,Critical,false
2236-HILPA,Two year,62,20.65,0,Low,false
1840-BIUOG,One year,20,68.7,3,High,false
1356-MKYSK,Month-to-month,6,78.65,6,Critical,false
6080-LNESI,Two year,51,24.75,0,Low,false
1830-IPXVJ,Two year,61,19.75,0,Low,false
5828-DWPIL,Month-to-month,62,89.1,3,High,false
8398-TBIYD,Two year,72,84.7,0,Low,false
0011-IGKFF,Month-to-month,13,98.0,5,Critical,true
4192-GORJT,Month-to-month,5,94.45,6,Critical,true
6496-SLWHQ,Month-to-month,3,105.0,6,Critical,true
9912-GVSEQ,Month-to-month,26,93.85,4,High,true
2931-FSOHN,Month-to-month,13,59.9,5,Critical,false
9418-RUKPH,Two year,38,19.95,1,Medium,false
5383-MMTWC,Month-to-month,8,84.0,6,Critical,true
9971-ZWPBF,Month-to-month,34,108.9,4,High,false
4712-AUQZO,Month-to-month,18,33.6,5,Critical,false
9711-FJTBX,One year,56,85.85,1,Medium,false
2908-ZTPNF,Month-to-month,36,34.85,4,High,false
7240-ETPTR,Month-to-month,9,48.75,6,Critical,true
2202-CUYXZ,Month-to-month,1,84.85,6,Critical,true
5995-OIGLP,Month-to-month,12,56.65,6,Critical,true
8421-WZOOW,Month-to-month,57,95.3,3,High,false
6261-RCVNS,One year,42,73.9,2,Medium,true
7951-QKZPL,Two year,33,24.5,1,Medium,true
1414-YADCW,Two year,70,84.6,0,Low,false
8756-RDDLT,Month-to-month,68,44.95,3,High,false
2862-PFNIK,Month-to-month,1,24.7,6,Critical,false
5816-QVHRX,Month-to-month,37,100.3,4,High,false
4430-YHXGG,Month-to-month,4,25.45,6,Critical,false
6888-SBYAI,Month-to-month,1,50.7,6,Critical,false
7395-XWZOY,Month-to-month,20,55.0,5,Critical,false
7169-YWAMK,Two year,72,68.4,0,Low,false
3640-PHQXK,Month-to-month,31,89.9,4,High,true
6877-LGWXO,Month-to-month,18,78.55,5,Critical,true
6859-RKMZJ,Month-to-month,11,55.05,6,Critical,false
2729-VNVAP,Two year,33,19.8,1,Medium,false
2957-JIRMN,One year,62,84.45,1,Medium,false
2049-BAFNW,Month-to-month,1,35.9,6,Critical,false
3842-QTGDL,Month-to-month,16,80.75,5,Critical,false
7163-OCEQI,One year,22,78.65,3,High,false
9782-LGXMC,Month-to-month,49,61.75,3,High,false
5975-BAICR,One year,36,63.7,2,Medium,false
8019-ENHXU,Month-to-month,42,99.45,4,High,true
5167-GBFRE,Month-to-month,4,25.2,6,Critical,true
9033-EOXWV,One year,12,74.05,4,High,true
4673-KKSLS,Month-to-month,31,87.6,4,High,false
4853-OITSN,Month-to-month,5,89.15,6,Critical,false
9800-OUIGR,Two year,66,20.0,0,Low,false
1324-NLTJE,Month-to-month,15,55.0,5,Critical,true
2324-EFHVG,Two year,64,104.4,0,Low,false
7094-MSZAO,Month-to-month,10,20.05,6,Critical,false
1522-VVDMG,Month-to-month,7,89.75,6,Critical,true
6907-CQGPN,Month-to-month,29,34.3,4,High,false
0780-XNZFN,Two year,57,20.65,0,Low,false
0239-OXEXL,Month-to-month,46,84.25,4,High,false
2675-IJRGJ,Two year,53,19.65,0,Low,false
7049-GKVZY,One year,17,79.85,3,High,false
8577-QSOCG,Two year,38,20.2,1,Medium,false
3721-CNZHX,One year,15,19.8,3,High,false
0212-ISBBF,Month-to-month,22,50.35,5,Critical,false
9185-TQCVP,Month-to-month,14,85.15,5,Critical,true
3585-YNADK,One year,57,74.6,1,Medium,false
5271-DBYSJ,Month-to-month,11,79.15,6,Critical,false
1099-GODLO,Two year,1,20.35,3,High,false
6828-HMKWP,Two year,12,21.05,3,High,false
5567-WSELE,Month-to-month,3,94.6,6,Critical,true
1472-TNCWL,Month-to-month,36,94.7,4,High,false
8063-RJYNF,Month-to-month,16,94.25,5,Critical,true
0687-ZVTHB,One year,65,72.45,1,Medium,true
2080-GKCWQ,Month-to-month,2,74.95,6,Critical,false
9661-ACXBS,Month-to-month,42,105.2,4,High,true
2193-SFWQW,Two year,72,111.95,0,Low,false
5656-JAMLX,Two year,62,19.85,0,Low,false
3462-BJQQA,Month-to-month,6,89.75,6,Critical,false
0442-TDYUO,Two year,48,20.05,1,Medium,false
6733-LRIZX,Two year,35,108.95,1,Medium,false
9503-XJUME,One year,52,19.65,1,Medium,false
4367-NHWMM,Month-to-month,1,24.9,6,Critical,false
3727-RJMEO,Month-to-month,6,82.85,6,Critical,true
3779-OSWCF,Two year,71,93.2,0,Low,false
6736-DHUQI,One year,67,84.8,1,Medium,false
3915-ODIYG,One year,60,71.75,1,Medium,false
1360-RCYRT,Month-to-month,23,30.35,5,Critical,false
2724-FJDYW,One year,39,54.85,2,Medium,false
4451-RWASJ,One year,15,19.5,3,High,false
6646-VRFOL,Month-to-month,53,103.85,3,High,true
3460-TJBWI,Two year,24,24.2,2,Medium,false
5917-HBSDW,Month-to-month,37,19.35,4,High,false
5685-IIXLY,Month-to-month,5,83.6,6,Critical,true
5671-UUNXD,One year,50,100.65,1,Medium,false
0956-ACVZC,One year,54,94.1,1,Medium,false
2325-NBPZG,Month-to-month,3,74.55,6,Critical,false
4250-ZBWLV,One year,68,108.45,1,Medium,true
4482-FTFFX,Month-to-month,5,56.15,6,Critical,false
8859-DZTGQ,Two year,33,20.35,1,Medium,false
0440-MOGPM,One year,41,80.55,2,Medium,false
0020-JDNXP,One year,34,61.25,2,Medium,false
3752-CQSJI,Month-to-month,13,20.45,5,Critical,false
5025-GOOKI,Month-to-month,20,18.9,5,Critical,false
4698-KVLLG,Two year,51,19.6,0,Low,false
5095-AESKG,Month-to-month,3,91.5,6,Critical,true
2887-JPYLU,Month-to-month,41,45.2,4,High,false
4770-QAZXN,Month-to-month,13,19.45,5,Critical,false
4896-CPRPF,Two year,35,25.45,1,Medium,false
1871-MOWRM,Month-to-month,12,80.85,6,Critical,true
9714-EDSUC,Month-to-month,4,94.9,6,Critical,false
2027-OAQQC,Month-to-month,43,49.05,4,High,true
0282-NVSJS,Month-to-month,12,29.3,6,Critical,false
9090-SGQXL,Month-to-month,68,105.3,3,High,true
6595-YGXIT,Month-to-month,25,88.95,4,High,true
7353-YOWFP,One year,7,20.25,4,High,false
9835-ZIITK,One year,66,110.85,1,Medium,true
8008-ESFLK,One year,53,110.5,1,Medium,false
7537-CBQUZ,Month-to-month,63,109.4,3,High,false
1555-DJEQW,Two year,70,114.2,0,Low,true
5649-TJHOV,Month-to-month,27,36.5,4,High,true
0519-XUZJU,Month-to-month,1,70.75,6,Critical,true
3363-EWLGO,Month-to-month,5,19.95,6,Critical,false
4750-UKWJK,One year,37,19.6,2,Medium,false
6338-AVWCY,Month-to-month,3,40.15,6,Critical,true
1689-YQBYY,Month-to-month,12,76.6,6,Critical,false
4487-ZYJZK,One year,38,19.6,2,Medium,false
2959-FENLU,Month-to-month,9,85.3,6,Critical,false
0708-LGSMF,Month-to-month,13,65.85,5,Critical,false
9253-QXKBE,Month-to-month,29,94.45,4,High,true
7634-HLQJR,Two year,47,20.05,1,Medium,false
0487-RPVUM,Month-to-month,61,99.4,3,High,false
4079-ULGFR,Month-to-month,16,20.0,5,Critical,false
2516-XSJKX,Two year,41,78.45,1,Medium,false
0057-QBUQH,Two year,43,25.1,1,Medium,false
9445-SZLCH,Month-to-month,36,97.35,4,High,true
6599-SFQVE,Month-to-month,6,55.0,6,Critical,false
8331-ZXFOE,One year,58,71.1,1,Medium,false
4003-FUSHP,Month-to-month,19,61.55,5,Critical,false
0356-ERHVT,Month-to-month,11,45.9,6,Critical,false
7325-ENZFI,One year,39,40.3,2,Medium,false
4884-ZTHVF,Month-to-month,8,87.1,6,Critical,false
3920-HIHMQ,Month-to-month,26,49.5,4,High,false
3055-OYMSE,Month-to-month,53,73.8,3,High,false
0613-WUXUM,Two year,70,19.2,0,Low,false
7568-PODML,Month-to-month,1,45.3,6,Critical,true
4458-KVRBJ,Two year,59,25.0,0,Low,false
5349-IECLD,Month-to-month,2,94.95,6,Critical,true
1397-XKKWR,One year,7,35.3,4,High,false
3945-GFWQL,Month-to-month,12,44.55,6,Critical,true
8097-OMULG,One year,59,76.75,1,Medium,false
6013-BHCAW,Two year,61,81.0,0,Low,false
0401-WDBXM,Two year,72,105.55,0,Low,false
3387-PLKUI,Month-to-month,13,18.8,5,Critical,false
6096-EGVTU,One year,64,24.9,1,Medium,false
3797-VTIDR,Month-to-month,1,23.45,6,Critical,true
5081-NWSUP,One year,10,64.9,4,High,false
2580-ATZSQ,One year,65,61.35,1,Medium,false
8085-MSNLK,Two year,62,113.95,0,Low,false
9691-HKOVS,One year,55,90.15,1,Medium,false
9881-VCZEP,Month-to-month,25,54.1,4,High,false
9526-BIHHD,Month-to-month,1,29.7,6,Critical,true
8757-TFHHJ,Month-to-month,1,49.8,6,Critical,false
4523-WXCEF,Month-to-month,59,101.1,3,High,true
1468-DEFNC,Two year,64,24.4,0,Low,false
5119-KEPFY,Month-to-month,36,95.0,4,High,false
8364-TRMMK,Month-to-month,3,50.65,6,Critical,true
0916-KNFAJ,Two year,61,69.9,0,Low,false
8319-QBEHW,One year,26,39.95,2,Medium,false
3063-QFSZL,Month-to-month,1,55.4,6,Critical,true
8775-LHDJH,Month-to-month,1,90.6,6,Critical,true
9625-QNLUX,Two year,68,103.25,0,Low,false
3097-NQYSN,Month-to-month,2,86.85,6,Critical,true
4024-CSNBY,Two year,72,94.25,0,Low,false
7110-BDTWG,Two year,71,47.05,0,Low,false
7493-GVFIO,Two year,57,20.55,0,Low,false
0690-SRQID,Month-to-month,4,19.65,6,Critical,false
9605-WGJVW,Month-to-month,1,70.2,6,Critical,false
9114-DPSIA,Two year,72,81.0,0,Low,false
4700-UBQMV,One year,21,75.9,3,High,false
7711-GQBZC,Two year,71,24.7,0,Low,false
3565-UNOCC,Month-to-month,29,99.05,4,High,true
4627-MIHJH,Two year,69,110.25,0,Low,false
9795-NREXC,Two year,64,85.0,0,Low,false
8573-CGOCC,Month-to-month,16,19.75,5,Critical,false
7356-AYNJP,One year,4,23.9,4,High,false
9249-FXSCK,One year,52,111.25,1,Medium,true
5493-SDRDQ,Month-to-month,2,55.1,6,Critical,true
6286-SUUWT,Month-to-month,1,19.95,6,Critical,false
4819-HJPIW,Month-to-month,18,25.15,5,Critical,false
8654-DHAOW,Month-to-month,2,54.15,6,Critical,false
5438-QMDDL,Month-to-month,19,59.8,5,Critical,false
9812-GHVRI,Month-to-month,40,83.85,4,High,false
5553-AOINX,One year,66,104.9,1,Medium,false
1228-ZLNBX,Month-to-month,21,75.3,5,Critical,false
4226-KKDON,Month-to-month,8,66.65,6,Critical,false
3831-YCPUO,Two year,72,109.5,0,Low,false
7445-WMRBW,One year,48,73.85,2,Medium,false
3308-DGHKL,Two year,69,19.3,0,Low,false
9924-JPRMC,Two year,72,118.2,0,Low,false
0080-EMYVY,One year,14,51.45,3,High,false
6218-KNUBD,Month-to-month,6,59.45,6,Critical,false
7337-CINUD,Two year,8,19.5,3,High,false
7609-NRNCA,One year,17,19.55,3,High,false
0623-EJQEG,One year,65,93.55,1,Medium,false
7153-CHRBV,One year,57,59.3,1,Medium,false
0871-URUWO,Month-to-month,13,102.25,5,Critical,true
9190-MFJLN,Month-to-month,19,95.9,5,Critical,true
6198-PNNSZ,One year,56,109.8,1,Medium,false
3317-VLGQT,Month-to-month,14,78.1,5,Critical,false
4132-POCZS,Month-to-month,52,39.9,3,High,false
5614-DNZCE,Two year,58,64.9,0,Low,false
1095-JUDTC,Month-to-month,47,95.05,4,High,true
3896-RCYYE,Month-to-month,67,53.4,3,High,false
9638-JIQYA,Month-to-month,2,24.9,6,Critical,false
3258-SANFR,Month-to-month,6,44.7,6,Critical,false
3726-TBHQT,Two year,71,114.0,0,Low,false
3190-ITQXP,Two year,46,20.25,1,Medium,false
0870-VEMYL,Month-to-month,5,53.85,6,Critical,true
4833-QTJNO,Month-to-month,67,83.85,3,High,false
3039-MJSLN,Month-to-month,3,20.2,6,Critical,false
0178-CIIKR,Month-to-month,3,19.95,6,Critical,false
5385-SUIRI,Month-to-month,52,104.2,3,High,true
3982-XWFZQ,Month-to-month,42,50.25,4,High,true
5774-QPLTF,One year,50,20.35,1,Medium,false
2322-VCZHZ,Month-to-month,23,90.0,5,Critical,false
5010-IPEAQ,Two year,67,54.2,0,Low,false
4009-ALQFH,Month-to-month,25,99.5,4,High,true
6383-ZTSIW,One year,39,99.1,2,Medium,false
8990-YOZLV,Two year,69,66.9,0,Low,false
3069-SSVSN,One year,1,25.85,4,High,false
5222-IMUKT,Month-to-month,32,91.05,4,High,false
3627-FCRDW,Month-to-month,9,71.0,6,Critical,true
7562-GSUHK,Month-to-month,16,93.2,5,Critical,true
6685-XSHHU,Two year,60,20.95,0,Low,false
8901-UPRHR,Two year,72,109.2,0,Low,false
4903-UYAVB,Month-to-month,5,19.35,6,Critical,true
0118-JPNOY,Month-to-month,26,85.8,4,High,false
6776-TLWOI,Month-to-month,3,19.85,6,Critical,true
3845-FXCYS,Month-to-month,2,19.65,6,Critical,false
5857-XRECV,One year,2,20.5,4,High,false
0725-CXOTM,One year,36,89.65,2,Medium,false
4343-EJVQB,Month-to-month,7,74.35,6,Critical,false
9000-PLFUZ,Two year,60,49.45,0,Low,false
3427-GGZZI,Month-to-month,19,89.1,5,Critical,false
7779-ORAEL,Two year,45,75.15,1,Medium,false
0644-OQMDK,Month-to-month,4,70.65,6,Critical,false
4077-CROMM,Month-to-month,31,104.2,4,High,true
3154-CFSZG,Month-to-month,47,90.05,4,High,false
2868-MZAGQ,Month-to-month,1,79.25,6,Critical,true
4847-QNOKA,Month-to-month,1,44.9,6,Critical,true
2220-IAHLS,Month-to-month,1,19.4,6,Critical,false
1658-XUHBX,Month-to-month,59,88.75,3,High,false
6379-RXJRQ,Month-to-month,10,70.1,6,Critical,true
2378-HTWFW,Month-to-month,35,91.0,4,High,false
8650-RHRKE,Month-to-month,4,29.65,6,Critical,true
4377-VDHYI,One year,32,90.8,2,Medium,false
0475-RIJEP,Month-to-month,43,77.85,4,High,true
1260-TTRXI,Month-to-month,4,54.3,6,Critical,true
3719-TDVQB,Two year,54,18.95,0,Low,false
6328-ZPBGN,Month-to-month,11,95.15,6,Critical,true
0201-MIBOL,Two year,66,102.4,0,Low,false
4937-QPZPO,One year,61,99.9,1,Medium,false
2925-VDZHY,Two year,72,88.7,0,Low,false
6981-TDRFT,One year,44,54.3,2,Medium,false
3413-CSSTH,Month-to-month,41,55.7,4,High,false
8033-VCZGH,One year,50,103.95,1,Medium,false
4789-KWMXN,One year,47,110.85,2,Medium,true
0224-NIJLP,Two year,8,20.15,3,High,false
7542-CYDDM,Month-to-month,18,20.05,5,Critical,false
4718-WXBGI,Two year,72,91.95,0,Low,false
2867-UIMSS,Month-to-month,1,80.5,6,Critical,true
8495-PRWFH,Month-to-month,42,55.65,4,High,false
0439-IFYUN,Month-to-month,18,74.7,5,Critical,false
5716-LIBJC,One year,13,104.15,3,High,false
2868-LLSKM,One year,68,83.65,1,Medium,false
8111-RKSPX,Month-to-month,4,72.2,6,Critical,true
2988-QRAJY,Two year,69,110.05,0,Low,false
1585-MQSSU,Month-to-month,17,51.5,5,Critical,true
0071-NDAFP,Two year,25,25.5,1,Medium,false
2856-NNASM,Month-to-month,43,89.55,4,High,true
7328-ZJAJO,Two year,59,19.5,0,Low,false
6458-CYIDZ,Month-to-month,5,80.7,6,Critical,false
8559-CIZFV,One year,21,77.5,3,High,true
1090-PYKCI,One year,69,105.1,1,Medium,false
3058-WQDRE,Month-to-month,13,25.15,5,Critical,false
7547-EKNFS,Month-to-month,42,95.25,4,High,true
2279-AXJJK,Month-to-month,52,95.65,3,High,false
6769-DYBQN,Month-to-month,46,85.0,4,High,true
0909-SELIE,Two year,61,80.8,0,Low,false
3417-TSCIC,One year,29,24.85,2,Medium,false
1042-HFUCW,One year,25,54.75,2,Medium,false
4439-JMPMT,Month-to-month,5,85.75,6,Critical,true
6537-OTKMY,One year,15,50.75,3,High,false
